topic	tweet_id	tweet_url	tweet_text	class_label
COVID-19	1367510360845152259	http://twitter.com/user/status/1367510360845152259	Elektronické noviny Al Maali » Skautští vedoucí přispívají k organizaci návštěvníků očkovacích center pro novou vakcínu Covid-19: https://t.co/aY4OTmAUuK	1
COVID-19	1345871154649694209	http://twitter.com/user/status/1345871154649694209	Vzpomínky na úmrtí na koronavirus a zdravotní péči.	0
COVID-19	1367531064130998275	http://twitter.com/user/status/1367531064130998275	Vakcíny proti koronaviru jsou jednou z priorit našeho života, abychom je dodržovali, snažili se je užívat, dodržovali sociální distancování a nosili roušky před a po očkování je povinností a národní odpovědností#منظمة_المراة_والمستقبل_العراقية	0
COVID-19	1367520585614508035	http://twitter.com/user/status/1367520585614508035	@naharkw 1,5 milionu, takže všichni obyvatelé Kuvajtu👍👍👍 byli naočkováni	0
COVID-19	1275829278475780096	http://twitter.com/user/status/1275829278475780096	6 obyvatel azylového střediska v #Arendonk na belgicko-nizozemské hranici bylo pozitivních 19. #Covid. Pozitivní je také 1 žák ze základní školy Sin-Jan v Arendonku a 11 obyvatel pečovatelského centra Kas erlee. #corona #rivm source ar icle kran h ps:// .co/g20zry nuN	1
COVID-19	1349357386146918403	http://twitter.com/user/status/1349357386146918403	"Hahahahahahaha klaas dijkhoff v korunovační koruně v den svých narozenin: ""V dnešní době musíte zorganizovat celou debu, abyste dostali lidi na své narozeniny"""	0
COVID-19	1367511856668176394	http://twitter.com/user/status/1367511856668176394	@D3uC8Bbye7f7Ssf Hahaha vakcína od vás není k ničemu okamžitě Hemiplegie 😂😂	0
COVID-19	1377513977857634307	http://twitter.com/user/status/1377513977857634307	Novinky: Kabinový regál půl miliardy cibule pro corona es a pro sünden en. Kteří jsou unavení a sami sebou a mohou se čas od času vrátit do třídy. Neexistuje žádná kontrola, řekněme @Ver_Hogescholen a @deVSNU h ps:// .co/mW0QsnuxMn	1
COVID-19	1386709227071287296	http://twitter.com/user/status/1386709227071287296	Byl jsem smutný, když jsem se dnes dozvěděl, že můj přítel a @8VC partner ztratil svého strýce kvůli COVID-19 v Indii. Pandemie se tam zhoršuje a potřebují více vakcín. Na počest jeho rodiny věnuji 50 dolarů za každý retweet, až do výše 125 000 USD, na pomoc v Indii. (1/2)	1
COVID-19	1367525983583154177	http://twitter.com/user/status/1367525983583154177	@al_asasi82 přátelskost a chtějí na vás vlézt se zbraní a očkováním	0
COVID-19	1318922708030291969	http://twitter.com/user/status/1318922708030291969	"Šokující čísla. Přečtěte si Jarnův blog. ""Průzkum YouGov mezi 1 640 lidmi ukazuje, že 44 % republikánů skutečně věří, že zakladatel společnosti Microsof Bill Gaes chce využít masivní očkovací kampaň proti COVID-19 k zabránění mikročipům."""	1
COVID-19	1393689501642465293	http://twitter.com/user/status/1393689501642465293	"@NDikkeboom Čekali byste alespoň radu od učitele tance a něco jako: ""Zeptej se korony a tancuj"", na salsu, ango, wha ev, když, ale swing. 💃🕺🏾 No, pane Oeliewappie ... 🙄"	0
COVID-19	1367458385973698565	http://twitter.com/user/status/1367458385973698565	#وزارة_الصحة řečník: • #كورونا vakcíny schválené v #المملكة jsou vysoce bezpečné. • Rozdíly mezi dvěma vakcínami schválenými v království jsou velmi omezené. • Nenechat se očkovat je dobrodružství a nebezpečný krok. https://t.co/P13fC8CS9A	1
COVID-19	1408109213746925583	http://twitter.com/user/status/1408109213746925583	Asi 900 000 lidí se dobrovolně přihlásilo k domácí #turkovac vakcíně. Tváří v tvář těmto krásným lidem se najdou i tací, kteří se odmítnou nechat očkovat právě kvůli nepřátelství vlády.	1
COVID-19	1393586569349668869	http://twitter.com/user/status/1393586569349668869	@JohnnyBG19 i toho jsem se bála, ale jsem pozitivnější, mluvila jsem s několika přáteli a rodinou, kteří už koronu nesledují, opravdu se už nechtějí nechat očkovat. To mi zase dodalo odvahu.	0
COVID-19	1260482424846331904	http://twitter.com/user/status/1260482424846331904	Slyšel jste ho v rozhovoru se mnou prof. Bar Wille na Radiu 1? - Jakou roli hraje osobnost v tom, jak se vypořádáváme s koronémem? Jasná aplikace Velké pětky Personali y rai s. #BigFive #Covid-19 #coronas ress #luis er ip h ps:// .co/GTECDWW5Fd	0
COVID-19	1415583473377681409	http://twitter.com/user/status/1415583473377681409	Protesty ve Francii proti povinnému očkování proti koronaviru https://t.co/W8jeBZpJo1	1
COVID-19	1366344106356727812	http://twitter.com/user/status/1366344106356727812	@johnvandoorn73 @ElsTimmer3 @ smutek Určitě jste nedoprovázeli svou matku nebo dědečka během jejich smrti na koronavirus....	0
COVID-19	1351131803235586049	http://twitter.com/user/status/1351131803235586049	@abman_c V takovém případě musíte zaplatit všem a tato pozitivní pravidla nebyla respektována (nemůžete nikoho zachránit kvůli varianu). Ale pak riskujete, že lidé budou méně pravděpodobně chovat a...	0
COVID-19	1367513096718344200	http://twitter.com/user/status/1367513096718344200	Narušení hadždže způsobem, který zavazuje k očkování, #كورونا muslimové jsou povinni se na hadždž očkovat, a to je nebezpečné zneužití hadždže a kdokoli to odmítne, většina lidí si vakcínu nevezme, což je nutí hadždž opustit, i když jsou zdraví a nejsou nemocní. #تعطيل_الحج #كورونا #مهبط_الوحي #هذه_سبيلي https://t.co/2PQEh4LJOb	0
COVID-19	1411109346088529920	http://twitter.com/user/status/1411109346088529920	Po podání vakcíny Turkovac Elon Musk https://t.co/oDaEWnLivE	0
COVID-19	1367385702296674313	http://twitter.com/user/status/1367385702296674313	2️⃣ Jsou to Pfizer Moderna, Johnson Novavax a Oxford. 2) Jihoafrická republika dosáhla 24 zemí, které sdílejí některé rysy s Brity, a v současné době neexistují žádné údaje, které by podporovaly její nebezpečí, vakcína Novavax je proti ní účinná z 60 % Johnson 57 % Pfizer je v současné době malá studie, která dokáže virus neutralizovat, zbytek neposkytuje požadované a je vyšší než 50 %.	1
COVID-19	1256333920955625472	http://twitter.com/user/status/1256333920955625472	@vr NWS, proč nemluvíte o neohrabaném způsobu nápravy přístupu @BelgiumMFA Maroka? #covid19 #belgiumembassymorocco	0
COVID-19	1367487095015636997	http://twitter.com/user/status/1367487095015636997	Sedím v #مركز_لقاحات_كورونا a jsou tam dva národnosti, kteří nemluví, a protože mají pravdu a jsou nalevo, hlas ke mně dolehl Ona říká, proč jsem odmítla být oplodněna mužem řekla, že jsem to, co dělám, neexistují žádné zásady, odpověděla, že tam není žádná krev Pokud se vám v jejím klášteře nedostane péče a pozornosti, není rozdíl, kdo vás krmí, zda dívka nebo muž, řekl, není žádná krev😖	0
COVID-19	1356989188604891143	http://twitter.com/user/status/1356989188604891143	@henk_sikkema @rivm @kon_marine p.s. Vzhledem k tomu, že zaznamenáváme tolik stanovení, můžete vypočítat, ke kolika úmrtím došlo v jednotlivých věkových skupinách. Tímto způsobem můžete vypočítat, kolik úmrtí to přinese celé populaci.	1
COVID-19	1371947672446337027	http://twitter.com/user/status/1371947672446337027	S eun pro společnosti, které mají zaměstnance preven f en es en #Capelle h ps:// .co/uXiUpZKhnN	1
COVID-19	1441071232951193603	http://twitter.com/user/status/1441071232951193603	• Jedním z nich je vakcína proti hepatitidě B... • Druhým je experimentální tekutina Covid-19... Nyní byly omylem zaměněny a aplikovány na děti..? #Bebeklereaşıskandalı #DenekDegilBebek #DrZaferKurugölTutuklansın https://t.co/zaBI7neZxy	1
COVID-19	1366838409352912900	http://twitter.com/user/status/1366838409352912900	Šejk Nasser bin Saeed Al-Saadi, nechť ho Bůh ochraňuje, vysílá komunitě zprávu o potřebě nechat se očkovat #كورونا #التحصين_وقاية @sharqiyahealth @NJ3laan https://t.co/Vafw1TWlph	0
COVID-19	1258089989373648896	http://twitter.com/user/status/1258089989373648896	Rezervace a 1,5 m vypnuto a. Zdá se mi, že pro mnoho malých hospod zatím neexistují žádné funkční nevýhody... #persconferen	0
COVID-19	1373714972459536389	http://twitter.com/user/status/1373714972459536389	@task_struct Nevím, jak je to s koronou, ale moje ruce, rozštěpené na krev z koronových dezinfekčních prostředků, se dokázaly spravit 😀	0
COVID-19	1367392131883630593	http://twitter.com/user/status/1367392131883630593	Něco samo o sobě nám způsobilo bolest hlavy na vakcíně, Hanna z Lulin Infoto nevíme, kdo ... uklidni se, starý poutníku!! ... . Jiné země mají vakcíny, které se lidem podávají již více než 55 let, máme 80 nákupních center, která je přijala! Nemáme nikoho, kdo by se díval nebo říkal ne Hadi yeah Hadi ne! Ve jménu Božím, znáte svůj plán, pane, podívejte se na index rozvoje!	0
COVID-19	1407710984626708482	http://twitter.com/user/status/1407710984626708482	Je hlasem člověka, který přinesl stovky růží všem sestrám, které pracovaly pro jeho hospitalizovaného pacienta kvůli Covidu (přiblížil se ke dveřím nemocnice s traktorem plným růží) a primitivního tvora, který napadl zdravotníky, protože pacient byl zraněn při otevření cévního přístupu? https://t.co/FU1Y1g8hjJ	0
COVID-19	1423705721338802187	http://twitter.com/user/status/1423705721338802187	Dosud bylo proti pandemii Covid-19 podáno 75 MILIONŮ dávek vakcíny. Naše rychlost a účinnost očkování jsou vysoké. Počet lidí, kteří dostali dvoudávkovou vakcínu, však zatím nestačí na boj s epidemií. Důležitější je, že počet lidí, kteří odložili první dávku, je přibližně 20 milionů 570 tisíc.	1
COVID-19	1372297024914227205	http://twitter.com/user/status/1372297024914227205	Rok by nemohli uspořádat volby, zajímalo by mě, co by se stalo, kdyby v tom nehrála roli korona.......	0
