topic	tweet_id	tweet_url	tweet_text	class_label
COVID-19	1340304489123880962	http://twitter.com/user/status/1340304489123880962	Abgespeckt e za erdagmark Spakenburg. Der Markt in Spakenburg hatte am Samstag deutlich abgespeckt, aufgrund der verschärften Corona-Bestimmungen war Non-Food nicht gern gesehen. Obwohl viele Leute immer noch ihre Spuren hinterlassen Zwiebel, die Sie machen, und , sah es nach einer Menge davon aus! h ps:// .co/IvCUc4DAVF h ps:// .co/sG2Q7B3xeQ	1
COVID-19	1367493503765385227	http://twitter.com/user/status/1367493503765385227	Eine Gruppe, die sich für diesen Corona-Impfstoff registriert hat oder Angst davor 😂 hat	0
COVID-19	1318219176973139968	http://twitter.com/user/status/1318219176973139968	Mittlerweile fast 100 Anmeldungen! Haben Sie sich bereits für den jährlichen KNVI O&amp;O-Nachmittag angemeldet? Thema = Informationskompetenzbildung in Corona-Zeit h ps:// .co/5jYK am5M8	0
COVID-19	1367501800740450308	http://twitter.com/user/status/1367501800740450308	Gesunde #الوعي im Wachstum von ... Die Zahl der Geimpften übersteigt eine Million 👏🏼. . #كورونا_السعودية #لقاح_كورونا #السعودية_العظمى #الشعب_السعودي https://t.co/gd8Zf39XBq	1
COVID-19	1367419039979614208	http://twitter.com/user/status/1367419039979614208	Wen haben Sie gegen Corona impfen lassen? #COVID19	1
COVID-19	1259051393048096771	http://twitter.com/user/status/1259051393048096771	Der deutsche Professor sagt, dass er seit 2003 mindestens 8 Mal im Voraus #coronavirus ..... Ist #Covid_19 wirklich eine biologische Waffe oder eine Waffe politischer Führer? @rober Jensen @geer WildersPVV #s opdelockdown	1
COVID-19	1271820900380413954	http://twitter.com/user/status/1271820900380413954	@eanbool @hugodejonge @As raZeneca Maximale Eindämmung ist jetzt möglich, und viele Menschen sind krank und tot. Darüber hinaus wird es möglich sein, Wirtschaft und Gesellschaft viel schneller und sicherer wiederherzustellen.  Die Menschen suchen jetzt nach einem großen Impfstoff. Noch einmal, siehe Amerika ... Corona-frei ohne Impfstoff. &g ; 2&l ;	1
COVID-19	1350113386206531584	http://twitter.com/user/status/1350113386206531584	Trotzdem habe ich Glück, dass ich nicht über das lausige Timing der Corona-/Impfpolitik spottet.	0
COVID-19	1367540659448651780	http://twitter.com/user/status/1367540659448651780	Ich und die Mädchen, sobald wir den Impfstoff https://t.co/VU4ekEfbiy	0
COVID-19	1363536048484208641	http://twitter.com/user/status/1363536048484208641	@JurianvdCamp @hugodejonge @ggdghor @rivm @LNAcu eZorg @LHVhuisar sen @verenso @NVAVG @Ac iZbranche @VGNbranche Wash jerk, is jerk und keep jerking.	0
