topic	tweet_id	tweet_url	tweet_text	class_label
COVID-19	1272142489164578816	http://twitter.com/user/status/1272142489164578816	ಅಭಿಪ್ರಾಯ: ನಮಗೆ ಕರೋನಾ ಬಿಕ್ಕಟ್ಟು ಇಲ್ಲ, ಆದರೆ ಜೋಚೆಮ್ ಬ್ರೌವರ್ ಅವರ ಅನ್ನೆಲ್ವಿಸಿಯಿಂದ ಓದಿ .co/S5oM5oiJTk ps://	0
COVID-19	1367442604141412360	http://twitter.com/user/status/1367442604141412360	ದುಬೈನ ಪ್ರವಾಸೋದ್ಯಮ ಮತ್ತು ವಾಣಿಜ್ಯ ಮಾರುಕಟ್ಟೆ ಇಲಾಖೆ (#دبي ಪ್ರವಾಸೋದ್ಯಮ), ಆರೋಗ್ಯ ಮತ್ತು ತಡೆಗಟ್ಟುವಿಕೆ ಸಚಿವಾಲಯದ ಸಹಯೋಗದೊಂದಿಗೆ, ಕೋವಿಡ್ -19 ಅನ್ನು ನಿಯಂತ್ರಿಸುವ ಪ್ರಯತ್ನಗಳಿಗೆ ಅನುಗುಣವಾಗಿ ಪಾಮ್ ಜುಮೇರಾದಲ್ಲಿನ 20 ಹೋಟೆಲ್ಗಳ 10,000 ಉದ್ಯೋಗಿಗಳಿಗೆ ವ್ಯಾಕ್ಸಿನೇಷನ್ ಕಾರ್ಯಕ್ರಮವನ್ನು ಪೂರ್ಣಗೊಳಿಸಿದೆ. https://t.co/1TE7TaPByU https://t.co/ypKCIjNk4p	1
COVID-19	1370302858520825857	http://twitter.com/user/status/1370302858520825857	ಇದು ವಿನಾಶಕಾರಿ ಸುದ್ದಿ. ಜಾಗತಿಕ ದಕ್ಷಿಣ ದೇಶಗಳು ಕೋವಿಡ್ ಲಸಿಕೆಗಳ ಕೈಗೆಟುಕುವ ಆವೃತ್ತಿಗಳನ್ನು ತಯಾರಿಸುವ ಮತ್ತು ಆಮದು ಮಾಡಿಕೊಳ್ಳುವ ಹಕ್ಕಿಗಾಗಿ ಹೋರಾಡುತ್ತಿವೆ. ಕೆಲವು ಗಂಟೆಗಳ ಹಿಂದೆ, ಯುಎಸ್ಎ, ಯುಕೆ ಮತ್ತು ಯುರೋಪಿಯನ್ ಯೂನಿಯನ್ ಡಬ್ಲ್ಯುಟಿಒದಲ್ಲಿ ಅವರನ್ನು ತಡೆಯಲು ಕೈಜೋಡಿಸಿದವು. ಪಾಶ್ಚಿಮಾತ್ಯ ದೇಶಗಳು ಸಮರ್ಥನೀಯವಲ್ಲ.	1
COVID-19	1367513346732351490	http://twitter.com/user/status/1367513346732351490	ರಾಯಿಟರ್ಸ್: ಲಸಿಕೆಗಳನ್ನು ಅಭಿವೃದ್ಧಿಪಡಿಸಲು #إسرائيل, #الدنمارك ಮತ್ತು #النمسا ನಡುವೆ ಒಪ್ಪಂದ #كورونا	1
COVID-19	1367493787614769152	http://twitter.com/user/status/1367493787614769152	ಪೋರ್ಟ್ ಸೈಡ್ನಲ್ಲಿ ನಾಗರಿಕರಿಗೆ #كورونا ಲಸಿಕೆ ನೀಡಿದ ಮೊದಲ ದಿನಗಳು ಹೇಗೆ ಹೋದವು? #eXtranews https://t.co/OXE11liUkz	0
COVID-19	1367535997572050950	http://twitter.com/user/status/1367535997572050950	ಫೈಜರ್ ಲಸಿಕೆಯ ಮೊದಲ ಡೋಸ್ ತೆಗೆದುಕೊಳ್ಳಲಾಗಿದೆ, ಎಲ್ಲರಿಗೂ 🙏🏼 ಪ್ರಯೋಜನವಾಗುವಂತೆ ನಾನು ದೇವರನ್ನು ಕೇಳುತ್ತೇನೆ, ಮತ್ತು ಆಶ್ಚರ್ಯಕರ ಪ್ರಯತ್ನಕ್ಕಾಗಿ ನಮ್ಮ ಸರ್ಕಾರ ಮತ್ತು ಆರೋಗ್ಯ ನಾಯಕರಿಗೆ ದೊಡ್ಡ ಧನ್ಯವಾದಗಳು, ನಿಮ್ಮ 💚 ಬಗ್ಗೆ ತುಂಬಾ ಹೆಮ್ಮೆ ಇದೆ https://t.co/KI0yQmv7MJ	1
COVID-19	1353051421499940864	http://twitter.com/user/status/1353051421499940864	ನೆದರ್ಲ್ಯಾಂಡ್ಸ್ನಲ್ಲಿ ಕರ್ಫ್ಯೂ ಇಂದು ರಾತ್ರಿ 21.00 ರ ನಂತರ ಸೈನ್ ಅಪ್ ಮಾಡಿ !! 👍 ಸುರಕ್ಷಿತ 👎 ಅಪಾಯದ #AvondklokPro ವ್ಯವಸ್ಥೆ #lockdown2021 #coronamaa	0
COVID-19	1367379762667278336	http://twitter.com/user/status/1367379762667278336	🛑 ಪುರುಷ ಮತ್ತು ಮಹಿಳಾ ವಿದ್ಯಾರ್ಥಿಗಳು ಸೇರಿದಂತೆ #جامعة_نجران ಎಲ್ಲಾ ಉದ್ಯೋಗಿಗಳು #كورونا ಕೋವಿಡ್ -19 ಲಸಿಕೆಯ ಡೋಸ್ ಪಡೆಯಲು ಮುಖ್ಯವಾಗಿದೆ, ನೀವು ನೇರವಾಗಿ ವಿಶ್ವವಿದ್ಯಾಲಯದ ಆಸ್ಪತ್ರೆಗೆ ಹೋಗಬೇಕು, ಅಲ್ಲಿ ಲಸಿಕೆ ತೆಗೆದುಕೊಳ್ಳಲು ಅರ್ಹತೆಯನ್ನು ದೃಢೀಕರಿಸಲು ಅಗತ್ಯ ಮಾಹಿತಿಯನ್ನು ಕೇಳಲಾಗುತ್ತದೆ ಮತ್ತು ನಂತರ ಉಳಿದ ಕಾರ್ಯವಿಧಾನಗಳನ್ನು ಪೂರ್ಣಗೊಳಿಸಲಾಗುತ್ತದೆ; ಕೆಲಸದ ದಿನಗಳು ವಾರದಲ್ಲಿ ಏಳು ದಿನ ಬೆಳಿಗ್ಗೆ 8:00 ರಿಂದ ಸಂಜೆ 4:00 ರವರೆಗೆ.	1
COVID-19	1442940676258209813	http://twitter.com/user/status/1442940676258209813	"ಪ್ರಿಯ ಸ್ನೇಹಿತರೇ, ಕೆಳಗಿನ ಚಿತ್ರವು 30/05/2021 ರ ಹುರಿಯೆಟ್ ಪತ್ರಿಕೆಯಿಂದ ಬಂದಿದೆ... ಮಾರ್ಚ್ 2020 ರಲ್ಲಿ, ಹೇಬರ್ಟಾರ್ಕ್ ಮತ್ತು ಸಿಎನ್ಎನ್ ಟರ್ಕ್ ಟಿವಿಯಲ್ಲಿ ""ಕೋವಿಡ್ -19 ಪ್ರಯೋಗಾಲಯ ಮಾರ್ಪಾಡು"" ಎಂದು ನಾನು ಹೇಳಿದಾಗ, ಎಂಸಿ ಮತ್ತು ವೈಜ್ಞಾನಿಕ ಸಮಿತಿಯ ಕೆಲವು ಸದಸ್ಯರು ನಾನು ಪಿತೂರಿ ಸಿದ್ಧಾಂತಗಳನ್ನು ತಯಾರಿಸುತ್ತಿದ್ದೇನೆ ಎಂದು ಆರೋಪಿಸಿದರು. ಆದಾಗ್ಯೂ, ನನ್ನ ಮೂಲವು ತುಂಬಾ ದೃಢವಾಗಿತ್ತು! https://t.co/KTqLyiMIKB"	1
COVID-19	1337669289625743360	http://twitter.com/user/status/1337669289625743360	'ನಾನು ಇಷ್ಟು ದಿನ ಐಸಿಯುನಲ್ಲಿದ್ದರೆ, ರೋಗಿ ಈಗಾಗಲೇ ಸಾಯುತ್ತಿದ್ದನು' ps:// ಎಂದು ಗೊಮ್ಮರ್ಸ್ ಎಂಪೋ ಕರೋನಾ ನೀತಿಯನ್ನು ಅನುಸರಿಸುತ್ತಾರೆ. ನಾನು ಹೆಸಿಯಾಲಜಿಸ್ಟ್. ನನಗೆ ಕೊರೊನಾ ಅನುಭವ. ಚಿಕಿತ್ಸೆಯ ಮೂಲೆಯಲ್ಲಿ ಗೊಮ್ಮರ್ಸ್ ಜಿ. ನಾನು ಪ್ರೆವೆನ್ ಐಹೋಕ್ ನಲ್ಲಿ. ಎಲ್ಲೆಲ್ಲೂ ಯಾರಾದರೂ ಮಾಸ್ಕ್ ಧರಿಸುತ್ತಾರೆ. ಒತ್ತಡವನ್ನು ತಪ್ಪಿಸಿ, ವೇಗವಾಗಿ!	0
