topic	tweet_id	tweet_url	tweet_text	class_label
COVID-19	1367407025316102155	http://twitter.com/user/status/1367407025316102155	@alhunayan 아프리카에서 세계에서 가장 적게 죽어가는 사람들이며 면역력과 비타민 D가 체내에 높기 때문에 백신이 필요하지 않으며 그 증거는 예를 들어 다음과 같은 통계입니다. 탄자니아나 나이지리아 그리고 모든 아프리카 국가들이 그들과 같습니다	1
COVID-19	1417758971897786368	http://twitter.com/user/status/1417758971897786368	모든 난민은 천 개의 눈물을 가지고 있습니다. 만약 당신이 앉아서 누군가와 이야기를 나눈다면, 만약 당신이 친구라면, 만약 당신이 당신의 집에 손님으로 왔다면, 당신은 당신이 말한 것을 말하지 않을 것이다. 그들의 이야기는 손에 땀을 쥐게 합니다. https://t.co/JnDs4D5m7N	0
COVID-19	1367510831966093317	http://twitter.com/user/status/1367510831966093317	@CFrakerAI11 백신을 맞았다는 것을 어떻게 알 수 있습니까 !! 당신은 이것을 말하는 것이 확실합니까, 아니면 당신을 위해 화가 났습니까?	0
COVID-19	1418867417309192201	http://twitter.com/user/status/1418867417309192201	코로나 과정에서 약 50조 달러가 손을 바꿨습니다. 1%를 구성하는 글로벌 엘리트의 소득은 99%에 비해 30% 증가했습니다. 코로나를 핑계로 각국은 문을 닫고 경제는 마비된다. 목적; 민족 국가를 글로벌 코포라토크라시(corporatocracy)로 비난한다. 언제쯤 눈치챌 수 있을까요?	1
COVID-19	1391074785694736391	http://twitter.com/user/status/1391074785694736391	마을 이웃이 코로나에 걸렸고 그 남자는 소 2마리, 양 25마리, 칠면조 14마리를 키우고 있는데 닭이 몇 마리인지는 모르겠지만 돼지 한 마리를 더합니다. 그들은 코로나 바보도, 임신한 소도 인정하지 않습니다...	0
COVID-19	1421165224623853577	http://twitter.com/user/status/1421165224623853577	더 이상 봉쇄, 마스크 착용 의무화, 백신 의무화, 백신 여권 등이 없어야 합니다. 동의하면 RT!	0
COVID-19	1367378581945466885	http://twitter.com/user/status/1367378581945466885	사우디아라비아 전역에는 센터와 약국을 포함해 350개의 백신 접종 센터가 있으며, 각 센터에서 매일 1000명이 백신을 접종하면 간단한 계산이 가능하다. 우리는 하루에 350,000 개의 예방 접종에 도달 할 것입니다 10 일마다 3 백만 반에 도달한다는 것을 의미합니다 3 개월 이내에 예방 접종을하고 충성하는 사람들의 70 %에 도달 할 것이며 이것은 정상적인 삶으로 돌아갈 수있는 좋은 징조입니다	1
COVID-19	1367455590675529732	http://twitter.com/user/status/1367455590675529732	#الصحة: #استرازينيكا 백신과 #فايزر 백신의 차이는 매우 제한적이며 둘 다 매우 높은 안전성 https://t.co/4930qlHqeD 달성합니다.	1
COVID-19	1260954368477671424	http://twitter.com/user/status/1260954368477671424	코로나 이후, 저는 부모님을 위해 식료품 가게를 하고 있습니다. 그들은 나에게 쇼핑 목록을 줄 것입니다. 나는 더러운 케이크를 찾았다. 그들은 사라졌다. 어쨌든, 나는 그들을 위해 맛있는 것을 가져 갔다. 가만히 있어, 오, 네 부모님, 허허. #Covid19NL 시간 ps:// .co/SJShM5dAqT	0
COVID-19	1367519397020114950	http://twitter.com/user/status/1367519397020114950	백신을 맞지 않는 비율이 높다는 등의 이유를 @oswailem @majed_i 코로나보다 더 많이 제거할 수 있는 지식을 계산했습니다. 😁	1
COVID-19	1367179930266656773	http://twitter.com/user/status/1367179930266656773	이 연구는 요르단 대학교와 미국 밴더빌트 대학교의 연구원 그룹에 의해 수행되었으며 환자와 접촉하는 의료 서비스 제공자를 대상으로 합니다. 이 연구는 계절성 독감 백신에 대한 그들의 의견과 태도를 알아보는 것을 목표로 합니다. 설문지를 작성하는 데 4-8분이 소요 https://t.co/7PcW92rDcC	0
COVID-19	1390600169956286465	http://twitter.com/user/status/1390600169956286465	그래서 우리는 현장 실험실을 조직하고 사회가 어떻게 다시 열릴 수 있는지 살펴본 다음 위험 그룹에 속한 방문자를 유지합니다. 참가는 가능하지만 참가할 수 없습니다. 논리적으로 그렇지 않습니다.	1
COVID-19	1354523841557635072	http://twitter.com/user/status/1354523841557635072	불행히도 잘못된 왕관을 @Palechkaa @bigfeegle @texp2dimov @purvo_trai @IrinaBozhinova @Nevyana18 @hands0ftime @Cvettetto @VyaraMartinova @simonastnv @lnfluensa :/	0
COVID-19	1367497013638688777	http://twitter.com/user/status/1367497013638688777	오늘 우리는 영국 주재 #البحرين 대사관의 모든 직원에게 COVID-19 백신 접종을 완료했으며 모든 사람의 안전과 지속적인 건강을 기원합니다. https://t.co/eXf045Ov3c	1
COVID-19	1457074945016557572	http://twitter.com/user/status/1457074945016557572	Hey Joe Biden : 다음에 민간 부문에 불법적인 연방 백신 의무화를 부과하려고 할 때 먼저 전화하십시오. 저는 민권 및 헌법 변호사로서 30년의 경험을 가지고 있습니다. 부끄러워하지 않게 해 줄게.	0
COVID-19	1268550961196347397	http://twitter.com/user/status/1268550961196347397	@scolding 코로나 바이러스 이후, 인종 차별의 재앙.  낯선 사람들, 사람들... 결코 그냥 할🤮 수 없습니다	0
